"","iSIC02","iSIC02","iSIC02","iSIC02","iSIC02","iSIC02"
"","Avg","Avg","Avg","Avg","Avg","Avg"
"Date/Time","WindDir","WindSp","AirTemp","RH","BP","RainInten"
"m/d/y","Degree","mph","F","%","inHg","in/h"
10/21/2021 11:30:00 AM,310,3.6,58.20,57,29.1,0.00
10/21/2021 11:40:00 AM,250,3.3,57.90,58,29.1,0.00
10/21/2021 11:50:00 AM,251,1.9,57.30,60,29.1,0.00
10/21/2021 12:00:00 PM,257,4.0,57.00,62,29.1,0.00
10/21/2021 12:10:00 PM,235,2.7,56.80,63,29.1,0.00
10/21/2021 12:20:00 PM,229,1.9,56.40,64,29.1,0.00
10/21/2021 12:30:00 PM,233,3.7,56.40,64,29.1,0.00
10/21/2021 12:40:00 PM,234,2.2,56.60,64,29.1,0.00
10/21/2021 12:50:00 PM,255,4.8,56.80,65,29.1,0.00
10/21/2021 1:00:00 PM,241,4.1,56.60,65,29.1,0.00
10/21/2021 1:10:00 PM,276,5.3,56.30,64,29.2,0.00
10/21/2021 1:20:00 PM,183,2.6,56.40,63,29.2,0.00
10/21/2021 1:30:00 PM,238,5.4,56.40,63,29.2,0.00
10/21/2021 1:40:00 PM,248,5.5,55.70,62,29.2,0.00
10/21/2021 1:50:00 PM,266,6.3,55.70,62,29.2,0.00
10/21/2021 2:00:00 PM,277,6.5,56.10,61,29.2,0.00
10/21/2021 2:10:00 PM,257,4.6,55.70,61,29.2,0.00
10/21/2021 2:20:00 PM,258,3.9,55.20,61,29.2,0.00
10/21/2021 2:30:00 PM,225,3.5,55.20,62,29.2,0.00
10/21/2021 2:40:00 PM,258,6.3,55.40,59,29.2,0.00
10/21/2021 2:50:00 PM,216,5.5,54.60,61,29.2,0.00
10/21/2021 3:00:00 PM,215,2.6,55.00,62,29.2,0.00
10/21/2021 3:10:00 PM,275,4.2,55.00,60,29.2,0.00
10/21/2021 3:20:00 PM,237,3.4,55.00,61,29.2,0.00
10/21/2021 3:30:00 PM,241,2.8,55.00,61,29.2,0.00
10/21/2021 3:40:00 PM,256,6.4,54.80,61,29.2,0.00
10/21/2021 3:50:00 PM,292,3.3,54.30,63,29.2,0.00
10/21/2021 4:00:00 PM,243,6.2,54.10,63,29.2,0.00
10/21/2021 4:10:00 PM,290,5.7,53.90,63,29.2,0.00
10/21/2021 4:20:00 PM,228,3.0,54.10,63,29.2,0.00
10/21/2021 4:30:00 PM,212,3.3,54.10,63,29.2,0.00
10/21/2021 4:40:00 PM,127,1.7,53.90,63,29.2,0.00
10/21/2021 4:50:00 PM,269,3.2,54.30,62,29.2,0.00
10/21/2021 5:00:00 PM,254,8.2,54.60,61,29.2,0.00
10/21/2021 5:10:00 PM,223,2.0,54.60,62,29.2,0.00
10/21/2021 5:20:00 PM,258,6.7,54.60,63,29.2,0.00
10/21/2021 5:30:00 PM,259,4.9,54.60,63,29.2,0.00
10/21/2021 5:40:00 PM,313,2.1,54.60,63,29.2,0.00
10/21/2021 5:50:00 PM,277,4.2,54.80,63,29.2,0.00
10/21/2021 6:00:00 PM,267,7.1,54.50,63,29.2,0.00
10/21/2021 6:10:00 PM,269,7.0,54.30,63,29.2,0.00
10/21/2021 6:20:00 PM,13,0.4,57.90,60,29.2,0.00
10/21/2021 6:30:00 PM,29,0.4,62.00,52,29.2,0.00
