"","iSIC02","iSIC02","iSIC02","iSIC02","iSIC02","iSIC02"
"","Avg","Avg","Avg","Avg","Avg","Avg"
"Date/Time","WindDir","WindSp","AirTemp","RH","BP","RainInten"
"m/d/y","Degree","mph","F","%","inHg","in/h"
10/10/2021 1:00:00 PM,111,3.7,69.20,77,29.1,0.00
10/10/2021 1:10:00 PM,129,3.0,69.20,77,29.1,0.00
10/10/2021 1:20:00 PM,141,3.2,69.00,77,29.1,0.00
10/10/2021 1:30:00 PM,105,5.0,69.20,77,29.1,0.00
10/10/2021 1:40:00 PM,325,2.7,69.90,75,29.1,0.00
10/10/2021 1:50:00 PM,126,2.9,70.30,74,29.1,0.00
10/10/2021 2:00:00 PM,133,3.4,71.20,72,29.1,0.00
10/10/2021 2:10:00 PM,302,2.9,71.60,72,29.1,0.00
10/10/2021 2:20:00 PM,205,3.4,72.60,70,29.1,0.00
10/10/2021 2:30:00 PM,158,3.1,73.40,68,29.1,0.00
10/10/2021 2:40:00 PM,220,4.0,73.70,66,29.1,0.00
10/10/2021 2:50:00 PM,240,3.2,73.70,66,29.1,0.00
10/10/2021 3:00:00 PM,295,4.5,74.60,64,29.1,0.00
10/10/2021 3:10:00 PM,195,5.3,75.00,63,29.1,0.00
10/10/2021 3:20:00 PM,196,4.3,75.70,62,29.1,0.00
10/10/2021 3:30:00 PM,157,4.2,76.20,61,29.1,0.00
10/10/2021 3:40:00 PM,315,4.8,77.00,59,29.1,0.00
10/10/2021 3:50:00 PM,223,4.9,77.30,58,29.1,0.00
10/10/2021 4:00:00 PM,148,4.7,77.90,57,29.1,0.00
10/10/2021 4:10:00 PM,118,3.6,78.80,55,29.1,0.00
10/10/2021 4:20:00 PM,154,4.3,79.30,55,29.1,0.00
10/10/2021 4:30:00 PM,220,5.4,80.40,53,29.1,0.00
10/10/2021 4:40:00 PM,183,5.6,80.90,51,29.1,0.00
10/10/2021 4:50:00 PM,154,6.1,81.10,51,29.1,0.00
10/10/2021 5:00:00 PM,32,3.4,81.50,51,29.1,0.00
10/10/2021 5:10:00 PM,242,4.9,82.20,49,29.1,0.00
10/10/2021 5:20:00 PM,128,3.1,82.70,48,29.1,0.00
10/10/2021 5:30:00 PM,165,2.8,83.60,47,29.1,0.00
10/10/2021 5:40:00 PM,176,4.8,84.00,45,29.1,0.00
10/10/2021 5:50:00 PM,118,3.8,84.70,45,29.1,0.00
10/10/2021 6:00:00 PM,240,3.8,84.70,43,29.1,0.00
10/10/2021 6:10:00 PM,237,4.1,85.20,43,29.1,0.00
10/10/2021 6:20:00 PM,271,4.1,85.20,43,29.1,0.00
10/10/2021 6:30:00 PM,137,3.4,85.20,42,29.1,0.00
10/10/2021 6:40:00 PM,225,4.9,85.80,43,29.1,0.00
10/10/2021 6:50:00 PM,202,4.5,85.20,44,29.1,0.00
10/10/2021 7:00:00 PM,102,4.4,84.90,43,29.1,0.00
10/10/2021 7:10:00 PM,307,3.0,85.20,43,29.1,0.00
10/10/2021 7:20:00 PM,219,4.3,84.70,43,29.1,0.00
10/10/2021 7:30:00 PM,95,3.4,84.90,43,29.1,0.00
10/10/2021 7:40:00 PM,77,3.9,84.90,43,29.1,0.00
10/10/2021 7:50:00 PM,125,4.1,85.60,42,29.1,0.00
10/10/2021 8:00:00 PM,144,3.5,85.40,42,29.1,0.00
10/10/2021 8:10:00 PM,93,4.2,85.10,41,29.1,0.00
10/10/2021 8:20:00 PM,151,5.4,85.40,41,29.1,0.00
10/10/2021 8:30:00 PM,242,4.1,84.70,41,29.1,0.00
10/10/2021 8:40:00 PM,196,4.8,84.70,42,29.0,0.00
10/10/2021 8:50:00 PM,181,4.7,84.70,42,29.0,0.00
10/10/2021 9:00:00 PM,210,4.4,84.90,42,29.0,0.00
10/10/2021 9:10:00 PM,97,6.5,85.10,40,29.0,0.00
10/10/2021 9:20:00 PM,114,5.3,84.90,42,29.0,0.00
10/10/2021 9:30:00 PM,174,3.8,84.50,42,29.1,0.00
10/10/2021 9:40:00 PM,209,3.3,84.20,42,29.0,0.00
10/10/2021 9:50:00 PM,190,1.9,83.80,45,29.0,0.00
10/10/2021 10:00:00 PM,125,4.5,83.30,47,29.0,0.00
10/10/2021 10:10:00 PM,54,2.2,82.70,48,29.0,0.00
10/10/2021 10:20:00 PM,117,3.8,82.40,49,29.0,0.00
10/10/2021 10:30:00 PM,117,5.5,81.80,51,29.0,0.00
10/10/2021 10:40:00 PM,115,3.8,81.50,51,29.0,0.00
10/10/2021 10:50:00 PM,138,2.5,80.90,52,29.1,0.00
10/10/2021 11:00:00 PM,182,2.0,80.40,54,29.1,0.00
10/10/2021 11:10:00 PM,212,3.5,80.00,54,29.1,0.00
10/10/2021 11:20:00 PM,115,3.0,79.70,55,29.1,0.00
10/10/2021 11:30:00 PM,208,1.1,79.10,55,29.1,0.00
10/10/2021 11:40:00 PM,160,2.7,78.80,56,29.1,0.00
10/10/2021 11:50:00 PM,163,4.4,78.40,56,29.1,0.00
10/11/2021 12:00:00 AM,109,2.1,78.00,57,29.1,0.00
10/11/2021 12:10:00 AM,137,3.3,77.70,57,29.1,0.00
10/11/2021 12:20:00 AM,237,2.5,77.70,58,29.1,0.00
10/11/2021 12:30:00 AM,128,3.0,77.50,58,29.1,0.00
10/11/2021 12:40:00 AM,109,7.5,77.10,59,29.1,0.00
10/11/2021 12:50:00 AM,124,5.9,77.00,60,29.1,0.00
10/11/2021 1:00:00 AM,133,4.1,76.40,61,29.1,0.00
10/11/2021 1:10:00 AM,169,5.5,76.20,61,29.1,0.00
10/11/2021 1:20:00 AM,98,4.2,76.10,62,29.1,0.00
10/11/2021 1:30:00 AM,159,3.9,75.70,63,29.1,0.00
10/11/2021 1:40:00 AM,228,3.7,75.50,63,29.1,0.00
10/11/2021 1:50:00 AM,126,3.4,75.30,63,29.1,0.00
10/11/2021 2:00:00 AM,114,5.0,75.30,64,29.1,0.00
10/11/2021 2:10:00 AM,184,4.8,75.30,64,29.1,0.00
10/11/2021 2:20:00 AM,123,4.7,75.30,64,29.1,0.00
10/11/2021 2:30:00 AM,124,5.2,75.30,64,29.1,0.00
10/11/2021 2:40:00 AM,99,5.6,75.30,64,29.1,0.00
10/11/2021 2:50:00 AM,194,5.4,75.20,64,29.1,0.00
10/11/2021 3:00:00 AM,187,2.7,75.30,64,29.1,0.00
10/11/2021 3:10:00 AM,118,4.6,75.20,64,29.1,0.00
10/11/2021 3:20:00 AM,124,3.7,75.00,64,29.1,0.00
10/11/2021 3:30:00 AM,99,4.5,74.80,65,29.1,0.00
10/11/2021 3:40:00 AM,170,4.4,74.40,65,29.1,0.00
10/11/2021 3:50:00 AM,127,7.0,74.40,65,29.1,0.00
10/11/2021 4:00:00 AM,191,3.3,74.30,66,29.1,0.00
10/11/2021 4:10:00 AM,188,3.6,74.30,66,29.1,0.00
10/11/2021 4:20:00 AM,182,4.2,74.10,66,29.1,0.00
10/11/2021 4:30:00 AM,213,3.9,74.10,66,29.1,0.00
10/11/2021 4:40:00 AM,80,4.1,74.10,66,29.1,0.00
10/11/2021 4:50:00 AM,125,4.0,74.10,66,29.1,0.00
10/11/2021 5:00:00 AM,104,4.2,74.10,66,29.1,0.00
10/11/2021 5:10:00 AM,125,2.2,74.10,66,29.1,0.00
10/11/2021 5:20:00 AM,219,4.2,73.90,66,29.1,0.00
10/11/2021 5:30:00 AM,109,3.7,73.90,66,29.1,0.00
10/11/2021 5:40:00 AM,115,4.7,73.70,67,29.1,0.00
10/11/2021 5:50:00 AM,155,3.6,73.70,67,29.1,0.00
10/11/2021 6:00:00 AM,139,3.8,73.50,67,29.1,0.00
10/11/2021 6:10:00 AM,155,3.7,73.50,67,29.1,0.00
10/11/2021 6:20:00 AM,205,3.0,73.40,67,29.1,0.00
10/11/2021 6:30:00 AM,202,2.5,73.40,67,29.1,0.00
10/11/2021 6:40:00 AM,17,1.0,73.20,68,29.1,0.00
10/11/2021 6:50:00 AM,164,2.0,73.20,68,29.1,0.00
10/11/2021 7:00:00 AM,267,2.2,73.00,68,29.1,0.00
10/11/2021 7:10:00 AM,122,3.1,72.80,69,29.1,0.00
10/11/2021 7:20:00 AM,69,1.4,72.60,69,29.1,0.00
10/11/2021 7:30:00 AM,204,3.8,72.50,70,29.1,0.00
10/11/2021 7:40:00 AM,191,3.9,72.30,70,29.1,0.00
10/11/2021 7:50:00 AM,111,3.8,72.10,70,29.1,0.00
10/11/2021 8:00:00 AM,177,4.2,71.90,71,29.1,0.00
10/11/2021 8:10:00 AM,190,3.6,71.90,71,29.1,0.00
10/11/2021 8:20:00 AM,143,3.9,71.70,71,29.1,0.00
10/11/2021 8:30:00 AM,105,2.6,71.60,71,29.1,0.00
10/11/2021 8:40:00 AM,104,2.7,71.40,72,29.1,0.00
10/11/2021 8:50:00 AM,208,4.5,71.00,72,29.1,0.00
10/11/2021 9:00:00 AM,195,3.6,70.80,73,29.1,0.00
10/11/2021 9:10:00 AM,9,1.8,70.50,74,29.1,0.00
10/11/2021 9:20:00 AM,257,1.8,70.30,74,29.1,0.00
10/11/2021 9:30:00 AM,155,2.6,70.10,75,29.1,0.00
10/11/2021 9:40:00 AM,191,3.0,70.10,75,29.1,0.00
10/11/2021 9:50:00 AM,111,5.1,70.10,75,29.1,0.00
10/11/2021 10:00:00 AM,129,3.1,70.10,75,29.1,0.00
10/11/2021 10:10:00 AM,354,2.3,69.90,75,29.1,0.00
10/11/2021 10:20:00 AM,338,1.5,70.10,76,29.1,0.00
10/11/2021 10:30:00 AM,139,5.3,70.10,76,29.1,0.00
10/11/2021 10:40:00 AM,76,1.5,70.10,76,29.1,0.00
10/11/2021 10:50:00 AM,154,3.5,70.10,76,29.1,0.00
10/11/2021 11:00:00 AM,223,2.8,70.10,76,29.1,0.00
10/11/2021 11:10:00 AM,132,1.0,70.30,76,29.1,0.00
10/11/2021 11:20:00 AM,90,1.9,70.30,76,29.1,0.00
10/11/2021 11:30:00 AM,202,2.2,70.10,76,29.1,0.00
10/11/2021 11:40:00 AM,198,2.8,70.30,76,29.1,0.00
10/11/2021 11:50:00 AM,154,3.6,70.30,76,29.1,0.00
10/11/2021 12:00:00 PM,227,1.8,70.50,76,29.1,0.00
10/11/2021 12:10:00 PM,107,2.6,70.50,76,29.1,0.00
10/11/2021 12:20:00 PM,144,2.8,70.50,76,29.1,0.00
10/11/2021 12:30:00 PM,158,1.9,70.50,76,29.1,0.00
10/11/2021 12:40:00 PM,124,2.1,70.70,76,29.1,0.00
10/11/2021 12:50:00 PM,118,3.6,70.70,76,29.1,0.00
10/11/2021 1:00:00 PM,205,3.5,71.00,75,29.1,0.00
10/11/2021 1:10:00 PM,30,1.4,71.00,75,29.1,0.00
10/11/2021 1:20:00 PM,109,3.6,71.00,75,29.1,0.00
10/11/2021 1:30:00 PM,164,3.6,71.20,75,29.1,0.00
10/11/2021 1:40:00 PM,36,2.8,71.40,75,29.1,0.00
10/11/2021 1:50:00 PM,82,3.1,71.40,75,29.1,0.00
10/11/2021 2:00:00 PM,225,2.7,71.70,74,29.1,0.00
10/11/2021 2:10:00 PM,204,3.6,72.50,73,29.1,0.00
10/11/2021 2:20:00 PM,133,3.7,73.00,72,29.1,0.00
10/11/2021 2:30:00 PM,125,3.6,73.40,71,29.1,0.00
10/11/2021 2:40:00 PM,106,5.1,73.00,72,29.1,0.00
10/11/2021 2:50:00 PM,121,4.9,73.40,71,29.1,0.00
10/11/2021 3:00:00 PM,145,3.6,73.50,71,29.1,0.00
10/11/2021 3:10:00 PM,113,4.8,73.50,70,29.1,0.00
10/11/2021 3:20:00 PM,133,4.3,73.90,70,29.1,0.00
10/11/2021 3:30:00 PM,119,5.3,74.30,69,29.1,0.00
10/11/2021 3:40:00 PM,133,4.2,74.80,68,29.1,0.00
10/11/2021 3:50:00 PM,121,2.0,75.30,66,29.1,0.00
10/11/2021 4:00:00 PM,126,6.4,75.20,66,29.1,0.00
10/11/2021 4:10:00 PM,130,6.6,74.60,67,29.1,0.00
10/11/2021 4:20:00 PM,124,9.4,75.20,67,29.1,0.00
10/11/2021 4:30:00 PM,130,4.6,74.80,67,29.1,0.00
10/11/2021 4:40:00 PM,117,5.0,74.80,67,29.1,0.00
10/11/2021 4:50:00 PM,165,3.1,74.80,68,29.1,0.00
10/11/2021 5:00:00 PM,121,5.9,75.30,66,29.0,0.00
10/11/2021 5:10:00 PM,110,3.6,76.40,63,29.0,0.00
10/11/2021 5:20:00 PM,114,6.4,76.60,63,29.0,0.00
10/11/2021 5:30:00 PM,127,7.9,77.00,61,29.0,0.00
10/11/2021 5:40:00 PM,157,4.4,77.30,60,29.0,0.00
10/11/2021 5:50:00 PM,143,8.1,77.70,58,29.0,0.00
10/11/2021 6:00:00 PM,127,5.2,78.90,57,29.0,0.00
10/11/2021 6:10:00 PM,125,8.2,78.90,55,29.0,0.00
10/11/2021 6:20:00 PM,139,4.6,79.80,53,29.0,0.00
10/11/2021 6:30:00 PM,127,2.8,80.00,53,29.0,0.00
10/11/2021 6:40:00 PM,143,5.0,79.80,52,29.0,0.00
10/11/2021 6:50:00 PM,122,7.2,80.60,51,29.0,0.00
10/11/2021 7:00:00 PM,122,5.9,80.00,52,29.0,0.00
10/11/2021 7:10:00 PM,119,4.3,80.90,49,29.0,0.00
10/11/2021 7:20:00 PM,130,4.7,79.80,51,29.0,0.00
10/11/2021 7:30:00 PM,100,3.6,79.50,53,29.0,0.01
10/11/2021 7:40:00 PM,110,4.4,77.50,58,29.0,0.00
10/11/2021 7:50:00 PM,141,4.9,77.00,60,29.0,0.00
10/11/2021 8:00:00 PM,138,3.3,77.00,60,29.0,0.00
10/11/2021 8:10:00 PM,124,6.1,76.60,60,29.0,0.00
10/11/2021 8:20:00 PM,163,2.7,76.40,62,29.0,0.00
10/11/2021 8:30:00 PM,131,5.6,76.40,61,28.9,0.09
10/11/2021 8:40:00 PM,125,6.6,75.90,64,28.9,0.00
10/11/2021 8:50:00 PM,127,5.3,76.10,64,28.9,0.00
10/11/2021 9:00:00 PM,125,6.5,76.60,61,28.9,0.00
10/11/2021 9:10:00 PM,117,7.8,77.00,59,28.9,0.00
10/11/2021 9:20:00 PM,128,7.3,77.00,58,28.9,0.03
10/11/2021 9:30:00 PM,246,7.3,69.20,72,29.0,1.71
10/11/2021 9:40:00 PM,197,4.6,63.80,84,29.0,0.98
10/11/2021 9:50:00 PM,220,4.9,63.10,87,29.0,0.64
10/11/2021 10:00:00 PM,174,7.2,63.50,88,29.0,1.02
10/11/2021 10:10:00 PM,160,5.5,64.00,85,29.0,0.24
10/11/2021 10:20:00 PM,124,5.1,64.70,83,29.0,0.34
10/11/2021 10:30:00 PM,126,6.9,64.70,85,29.0,0.38
10/11/2021 10:40:00 PM,120,6.7,66.00,83,29.0,0.15
10/11/2021 10:50:00 PM,126,7.6,66.00,84,28.9,0.27
10/11/2021 11:00:00 PM,131,9.1,65.80,84,28.9,0.00
10/11/2021 11:10:00 PM,129,10.7,65.80,84,29.0,0.00
10/11/2021 11:20:00 PM,127,6.5,66.00,85,29.0,0.00
10/11/2021 11:30:00 PM,127,10.4,66.20,85,29.0,0.00
10/11/2021 11:40:00 PM,124,4.2,66.70,84,29.0,0.00
10/11/2021 11:50:00 PM,139,4.9,66.90,84,29.0,0.00
10/12/2021 12:00:00 AM,106,3.2,66.90,84,29.0,0.00
10/12/2021 12:10:00 AM,123,4.0,66.70,85,29.0,0.00
10/12/2021 12:20:00 AM,132,6.1,66.90,85,29.0,0.00
10/12/2021 12:30:00 AM,132,7.6,67.10,85,29.0,0.00
10/12/2021 12:40:00 AM,109,3.4,67.80,84,29.0,0.00
10/12/2021 12:50:00 AM,144,4.6,67.80,84,29.0,0.00
10/12/2021 1:00:00 AM,121,8.8,67.80,85,29.0,0.48
10/12/2021 1:10:00 AM,131,5.2,67.40,85,29.0,0.00
10/12/2021 1:20:00 AM,128,7.0,67.40,84,29.0,0.00
10/12/2021 1:30:00 AM,140,4.3,67.40,84,29.0,0.00
10/12/2021 1:40:00 AM,111,4.8,67.60,84,29.0,0.00
10/12/2021 1:50:00 AM,185,3.5,68.00,83,29.0,0.00
10/12/2021 2:00:00 AM,223,3.4,68.00,83,29.0,0.00
10/12/2021 2:10:00 AM,130,4.0,68.00,83,29.0,0.00
10/12/2021 2:20:00 AM,142,2.0,68.10,83,29.0,0.00
10/12/2021 2:30:00 AM,232,3.8,68.00,83,29.0,0.00
10/12/2021 2:40:00 AM,153,5.0,68.00,83,29.0,0.00
10/12/2021 2:50:00 AM,237,3.1,68.10,83,29.0,0.21
10/12/2021 3:00:00 AM,229,4.7,65.40,80,29.0,0.38
10/12/2021 3:10:00 AM,260,2.9,63.30,85,29.0,0.23
10/12/2021 3:20:00 AM,236,1.6,62.60,87,29.0,0.09
10/12/2021 3:30:00 AM,94,2.2,62.20,88,29.0,0.04
10/12/2021 3:40:00 AM,274,3.6,62.20,88,29.0,0.06
10/12/2021 3:50:00 AM,289,1.9,62.20,89,29.0,0.36
10/12/2021 4:00:00 AM,211,4.2,62.20,90,29.0,0.04
10/12/2021 4:10:00 AM,138,3.2,62.20,90,29.0,0.00
10/12/2021 4:20:00 AM,174,1.9,62.20,89,29.0,0.02
10/12/2021 4:30:00 AM,154,2.4,62.20,90,29.0,0.00
10/12/2021 4:40:00 AM,205,2.8,62.00,89,29.0,0.00
10/12/2021 4:50:00 AM,111,2.6,62.00,88,29.0,0.00
10/12/2021 5:00:00 AM,201,2.9,62.00,87,29.0,0.00
10/12/2021 5:10:00 AM,169,3.3,62.20,87,29.0,0.00
10/12/2021 5:20:00 AM,252,2.6,62.40,85,29.0,0.00
10/12/2021 5:30:00 AM,207,3.7,62.70,83,29.0,0.00
10/12/2021 5:40:00 AM,218,5.6,62.70,83,29.0,0.00
10/12/2021 5:50:00 AM,213,4.2,62.60,83,29.0,0.00
10/12/2021 6:00:00 AM,227,3.1,62.60,82,29.0,0.00
10/12/2021 6:10:00 AM,228,3.2,62.60,81,29.0,0.00
10/12/2021 6:20:00 AM,213,4.2,62.40,81,29.0,0.00
10/12/2021 6:30:00 AM,255,3.3,62.40,81,29.0,0.00
10/12/2021 6:40:00 AM,203,1.8,62.20,82,29.0,0.00
10/12/2021 6:50:00 AM,205,4.0,62.20,82,29.1,0.00
10/12/2021 7:00:00 AM,213,5.6,62.00,81,29.1,0.00
10/12/2021 7:10:00 AM,224,2.7,61.80,81,29.1,0.00
10/12/2021 7:20:00 AM,214,2.9,61.70,81,29.1,0.00
10/12/2021 7:30:00 AM,264,2.1,61.70,81,29.1,0.00
10/12/2021 7:40:00 AM,104,1.9,61.70,81,29.1,0.00
10/12/2021 7:50:00 AM,201,3.6,61.70,80,29.1,0.00
10/12/2021 8:00:00 AM,184,4.0,61.70,80,29.1,0.00
10/12/2021 8:10:00 AM,222,4.7,61.70,79,29.1,0.00
10/12/2021 8:20:00 AM,211,4.9,61.70,79,29.1,0.00
10/12/2021 8:30:00 AM,209,5.5,61.70,80,29.1,0.00
10/12/2021 8:40:00 AM,223,5.1,61.70,79,29.1,0.00
10/12/2021 8:50:00 AM,155,1.9,61.50,80,29.1,0.00
10/12/2021 9:00:00 AM,214,1.6,61.30,80,29.1,0.00
10/12/2021 9:10:00 AM,211,2.5,61.30,80,29.1,0.00
10/12/2021 9:20:00 AM,289,1.7,61.30,80,29.1,0.00
10/12/2021 9:30:00 AM,202,4.7,61.30,80,29.1,0.00
10/12/2021 9:40:00 AM,144,4.7,61.30,79,29.1,0.00
10/12/2021 9:50:00 AM,218,6.7,61.30,78,29.1,0.00
10/12/2021 10:00:00 AM,339,4.9,61.30,79,29.1,0.00
10/12/2021 10:10:00 AM,276,4.0,61.10,78,29.1,0.00
10/12/2021 10:20:00 AM,192,6.1,61.10,77,29.1,0.00
10/12/2021 10:30:00 AM,224,2.7,61.10,78,29.1,0.00
10/12/2021 10:40:00 AM,236,2.7,60.90,79,29.1,0.00
10/12/2021 10:50:00 AM,159,2.9,60.90,80,29.1,0.00
10/12/2021 11:00:00 AM,45,4.0,60.80,81,29.1,0.00
10/12/2021 11:10:00 AM,196,2.6,60.60,81,29.1,0.00
10/12/2021 11:20:00 AM,327,1.6,60.40,82,29.1,0.00
10/12/2021 11:30:00 AM,238,4.7,60.40,81,29.1,0.00
10/12/2021 11:40:00 AM,247,4.1,60.40,81,29.1,0.00
10/12/2021 11:50:00 AM,233,3.1,60.40,81,29.1,0.00
10/12/2021 12:00:00 PM,200,4.8,60.20,81,29.1,0.00
10/12/2021 12:10:00 PM,209,4.4,60.20,81,29.1,0.00
10/12/2021 12:20:00 PM,235,2.1,60.20,82,29.1,0.00
10/12/2021 12:30:00 PM,200,5.6,60.20,82,29.2,0.00
10/12/2021 12:40:00 PM,258,3.5,60.20,83,29.2,0.00
10/12/2021 12:50:00 PM,181,4.1,60.00,83,29.2,0.00
10/12/2021 1:00:00 PM,241,3.2,60.00,83,29.2,0.00
10/12/2021 1:10:00 PM,218,3.3,60.00,84,29.2,0.00
10/12/2021 1:20:00 PM,233,3.7,60.00,84,29.2,0.00
10/12/2021 1:30:00 PM,220,5.1,60.00,84,29.2,0.00
10/12/2021 1:40:00 PM,220,3.6,60.00,84,29.2,0.00
10/12/2021 1:50:00 PM,137,4.4,60.20,84,29.2,0.00
10/12/2021 2:00:00 PM,216,4.1,60.20,84,29.2,0.00
10/12/2021 2:10:00 PM,229,4.0,60.40,84,29.2,0.00
10/12/2021 2:20:00 PM,228,4.3,60.60,83,29.2,0.00
10/12/2021 2:30:00 PM,259,3.0,60.90,83,29.2,0.00
10/12/2021 2:40:00 PM,185,2.8,61.10,82,29.2,0.00
10/12/2021 2:50:00 PM,192,3.5,61.50,81,29.2,0.00
10/12/2021 3:00:00 PM,226,3.4,61.80,81,29.2,0.00
10/12/2021 3:10:00 PM,225,3.8,62.00,80,29.2,0.00
10/12/2021 3:20:00 PM,220,3.3,62.00,80,29.2,0.00
10/12/2021 3:30:00 PM,165,4.4,61.80,81,29.2,0.00
10/12/2021 3:40:00 PM,220,3.5,61.80,82,29.2,0.00
10/12/2021 3:50:00 PM,312,2.4,61.10,85,29.2,0.00
10/12/2021 4:00:00 PM,262,4.3,61.10,85,29.2,0.00
10/12/2021 4:10:00 PM,214,2.4,61.10,85,29.2,0.00
10/12/2021 4:20:00 PM,282,4.6,61.50,83,29.2,0.00
10/12/2021 4:30:00 PM,235,2.9,61.80,81,29.2,0.00
10/12/2021 4:40:00 PM,328,1.2,61.80,81,29.2,0.00
10/12/2021 4:50:00 PM,217,3.7,62.00,81,29.2,0.00
10/12/2021 5:00:00 PM,239,1.9,62.00,82,29.2,0.00
10/12/2021 5:10:00 PM,219,3.4,62.00,81,29.2,0.00
10/12/2021 5:20:00 PM,261,2.6,62.20,80,29.2,0.00
10/12/2021 5:30:00 PM,249,3.1,62.70,79,29.2,0.00
10/12/2021 5:40:00 PM,241,2.2,63.10,79,29.2,0.00
10/12/2021 5:50:00 PM,234,4.3,63.30,78,29.2,0.00
10/12/2021 6:00:00 PM,221,2.7,63.30,78,29.2,0.00
10/12/2021 6:10:00 PM,218,3.3,63.50,78,29.2,0.00
10/12/2021 6:20:00 PM,222,2.9,63.50,78,29.2,0.00
10/12/2021 6:30:00 PM,253,4.1,63.60,78,29.2,0.00
10/12/2021 6:40:00 PM,244,3.6,64.00,78,29.2,0.00
10/12/2021 6:50:00 PM,311,2.8,64.20,77,29.2,0.00
10/12/2021 7:00:00 PM,117,2.2,64.50,76,29.2,0.00
10/12/2021 7:10:00 PM,263,3.1,64.90,74,29.2,0.00
10/12/2021 7:20:00 PM,205,1.9,65.30,73,29.2,0.00
10/12/2021 7:30:00 PM,327,0.7,65.40,73,29.2,0.00
10/12/2021 7:40:00 PM,263,2.6,66.30,71,29.2,0.00
10/12/2021 7:50:00 PM,239,4.7,66.50,70,29.2,0.00
10/12/2021 8:00:00 PM,239,3.6,67.40,67,29.2,0.00
10/12/2021 8:10:00 PM,325,2.3,68.50,64,29.2,0.00
10/12/2021 8:20:00 PM,249,3.7,68.70,64,29.2,0.00
10/12/2021 8:30:00 PM,228,4.2,69.40,61,29.2,0.00
10/12/2021 8:40:00 PM,350,3.0,69.20,62,29.2,0.00
10/12/2021 8:50:00 PM,261,2.5,69.40,62,29.2,0.00
10/12/2021 9:00:00 PM,259,3.7,70.10,59,29.2,0.00
10/12/2021 9:10:00 PM,255,2.6,70.30,58,29.2,0.00
10/12/2021 9:20:00 PM,289,2.9,70.50,58,29.2,0.00
10/12/2021 9:30:00 PM,114,0.9,71.20,57,29.2,0.00
10/12/2021 9:40:00 PM,247,1.7,71.20,57,29.2,0.00
10/12/2021 9:50:00 PM,87,1.6,71.00,58,29.2,0.00
10/12/2021 10:00:00 PM,183,1.8,71.00,58,29.2,0.00
10/12/2021 10:10:00 PM,257,1.7,71.20,57,29.2,0.00
10/12/2021 10:20:00 PM,213,1.8,70.80,57,29.2,0.00
10/12/2021 10:30:00 PM,134,1.5,70.30,59,29.2,0.00
10/12/2021 10:40:00 PM,82,1.1,69.60,60,29.2,0.00
10/12/2021 10:50:00 PM,185,1.2,69.00,62,29.2,0.00
10/12/2021 11:00:00 PM,211,1.0,68.30,62,29.2,0.00
10/12/2021 11:10:00 PM,196,1.4,67.80,64,29.2,0.00
10/12/2021 11:20:00 PM,23,0.5,67.20,65,29.2,0.00
10/12/2021 11:30:00 PM,69,1.0,66.90,66,29.2,0.00
10/12/2021 11:40:00 PM,183,0.8,66.50,67,29.2,0.00
10/12/2021 11:50:00 PM,193,1.2,66.30,66,29.2,0.00
10/13/2021 12:00:00 AM,188,1.0,66.20,68,29.2,0.00
10/13/2021 12:10:00 AM,179,1.6,65.80,68,29.2,0.00
10/13/2021 12:20:00 AM,198,1.2,65.40,69,29.2,0.00
10/13/2021 12:30:00 AM,352,0.7,65.10,70,29.2,0.00
10/13/2021 12:40:00 AM,160,0.6,64.90,70,29.2,0.00
10/13/2021 12:50:00 AM,193,1.2,64.40,72,29.2,0.00
10/13/2021 1:00:00 AM,224,0.5,64.00,72,29.2,0.00
10/13/2021 1:10:00 AM,203,1.0,63.50,74,29.2,0.00
10/13/2021 1:20:00 AM,165,0.8,63.10,73,29.2,0.00
10/13/2021 1:30:00 AM,187,1.0,62.90,74,29.2,0.00
10/13/2021 1:40:00 AM,178,0.5,62.70,73,29.2,0.00
10/13/2021 1:50:00 AM,230,0.6,62.20,75,29.2,0.00
10/13/2021 2:00:00 AM,206,0.6,62.00,75,29.2,0.00
10/13/2021 2:10:00 AM,303,1.5,62.00,75,29.2,0.00
10/13/2021 2:20:00 AM,187,0.8,61.80,75,29.2,0.00
10/13/2021 2:30:00 AM,101,0.4,61.50,75,29.2,0.00
10/13/2021 2:40:00 AM,185,1.0,61.10,76,29.2,0.00
10/13/2021 2:50:00 AM,109,0.9,61.10,76,29.2,0.00
10/13/2021 3:00:00 AM,208,1.0,60.80,76,29.2,0.00
10/13/2021 3:10:00 AM,135,0.8,60.80,76,29.2,0.00
10/13/2021 3:20:00 AM,73,1.2,60.40,77,29.2,0.00
10/13/2021 3:30:00 AM,103,0.6,60.00,77,29.2,0.00
10/13/2021 3:40:00 AM,100,1.5,59.90,78,29.2,0.00
10/13/2021 3:50:00 AM,259,0.4,59.70,78,29.2,0.00
10/13/2021 4:00:00 AM,192,0.9,59.50,79,29.2,0.00
10/13/2021 4:10:00 AM,162,0.8,59.10,80,29.2,0.00
10/13/2021 4:20:00 AM,194,0.9,59.00,80,29.2,0.00
10/13/2021 4:30:00 AM,130,1.0,58.60,81,29.2,0.00
10/13/2021 4:40:00 AM,51,0.6,58.20,81,29.2,0.00
10/13/2021 4:50:00 AM,179,1.0,58.20,82,29.2,0.00
10/13/2021 5:00:00 AM,123,0.8,57.90,83,29.2,0.00
